# Program:featureCounts v2.0.6; Command:"featureCounts" "-O" "-t" "gene" "-g" "gene_name" "-a" "gencode.v41.annotation.gtf" "-o" "counts.txt" "./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam" "-T" "20" "-p" 
Geneid	Chr	Start	End	Strand	Length	./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam
ENSG00000282876	chr20	43590009	43590596	-	588	2	0	0	0	4	0
IFT52	chr20	43590937	43647299	+	56363	771	516	402	516	502	66
RPL27AP	chr20	43652523	43653291	+	769	0	2	2	0	0	0
MYBL2	chr20	43667019	43716495	+	49477	83	48	40	45	130	13
GTSF1L	chr20	43726164	43727002	-	839	22	2	22	21	2	0
RNU6-639P	chr20	43796437	43796543	-	107	0	0	0	0	0	0
LINC01728	chr20	43894720	43895468	+	749	0	0	0	0	0	0
TOX2	chr20	43914852	44069616	+	154765	108	50	40	4	9	8
RN7SL443P	chr20	44007248	44007537	+	290	0	0	0	0	0	0
JPH2	chr20	44106590	44187188	-	80599	0	0	0	0	1	0
ENSG00000287570	chr20	44181111	44182712	+	1602	0	0	0	0	0	0
OSER1	chr20	44195939	44210771	-	14833	1559	1100	949	987	838	192
OSER1-DT	chr20	44210907	44226027	+	15121	646	212	318	340	116	42
GDAP1L1	chr20	44247099	44280947	+	33849	62	6	30	10	12	2
FITM2	chr20	44302840	44311202	-	8363	465	330	242	280	276	64
R3HDML	chr20	44337043	44351238	+	14196	1	0	2	0	0	0
R3HDML-AS1	chr20	44347552	44355185	-	7634	0	0	0	0	0	0
HNF4A	chr20	44355699	44432845	+	77147	3	0	0	0	0	0
HNF4A-AS1	chr20	44372746	44395706	-	22961	1	0	0	0	0	0
ENSG00000233376	chr20	44389624	44391537	-	1914	0	0	0	0	0	0
MIR3646	chr20	44408120	44408203	+	84	0	0	0	0	0	0
LINC01620	chr20	44436172	44465349	-	29178	0	0	1	2	0	0
RPL37AP1	chr20	44466564	44466842	-	279	20	79	60	27	28	2
TTPAL	chr20	44475874	44494603	+	18730	2707	2276	1387	1819	2165	452
SERINC3	chr20	44496221	44522085	-	25865	7917	6409	4847	5777	5503	1334
PKIG	chr20	44531785	44624247	+	92463	440	228	265	217	161	30
ADA	chr20	44584896	44652252	-	67357	711	357	354	334	246	44
LINC01260	chr20	44656451	44663498	-	7048	206	99	125	36	2	5
ENSG00000132832	chr20	44656451	44696096	-	39646	222	114	144	50	8	6
KCNK15-AS1	chr20	44694892	44746021	-	51130	20	21	11	8	6	7
CCN5	chr20	44714844	44728509	+	13666	1	2	0	5	0	1
KCNK15	chr20	44745865	44752313	+	6449	26	72	0	28	68	6
ENSG00000276223	chr20	44746642	44747201	+	560	2	10	0	2	3	0
RIMS4	chr20	44751808	44810546	-	58739	8	4	0	1	10	0
PGBD4P2	chr20	44841925	44842539	-	615	0	0	0	0	0	0
ENSG00000286100	chr20	44864435	44885604	-	21170	12	0	7	2	3	0
YWHAB	chr20	44885702	44908532	+	22831	18892	18639	11987	14867	18522	4735
PABPC1L	chr20	44910060	44959035	+	48976	1889	2099	1266	1546	1992	407
TOMM34	chr20	44942130	44960397	-	18268	1580	1830	1010	1379	1817	339
STK4-DT	chr20	44963794	44966959	-	3166	262	195	34	146	110	33
STK4	chr20	44966494	45080021	+	113528	21400	14474	13312	13798	13925	2847
KCNS1	chr20	45091214	45101127	-	9914	26	12	16	26	8	2
WFDC5	chr20	45109452	45115174	-	5723	0	0	0	2	0	0
WFDC12	chr20	45123425	45124465	-	1041	3	0	0	0	0	0
ENSG00000283142	chr20	45137706	45138976	-	1271	2	0	0	0	0	0
PI3	chr20	45174902	45176544	+	1643	2	0	0	0	0	0
ENSG00000289172	chr20	45179818	45189319	+	9502	0	0	0	0	0	0
SEMG1	chr20	45207033	45209768	+	2736	0	0	0	0	0	0
SEMG2	chr20	45221373	45224458	+	3086	0	0	0	0	0	0
ENSG00000233352	chr20	45229817	45230191	+	375	0	0	0	0	0	0
ENSG00000243995	chr20	45230868	45233331	+	2464	0	0	0	0	0	0
SLPI	chr20	45252239	45254564	-	2326	0	0	0	0	0	0
MATN4	chr20	45293445	45308529	-	15085	0	2	0	0	2	2
RBPJL	chr20	45306840	45317824	+	10985	4	8	6	0	4	0
SDC4	chr20	45325288	45348424	-	23137	354	482	97	158	392	68
ENSG00000275894	chr20	45345115	45345823	-	709	0	0	0	0	0	0
SYS1	chr20	45361937	45376798	+	14862	1722	1650	957	1135	1416	368
SYS1-DBNDD2	chr20	45363200	45410610	+	47411	2358	2123	1252	1443	1772	460
TP53TG5	chr20	45372557	45407889	-	35333	398	286	162	187	239	92
NDUFB4P10	chr20	45388347	45388705	-	359	0	0	0	0	3	0
DBNDD2	chr20	45406057	45410610	+	4554	384	343	240	213	245	54
PIGT	chr20	45416084	45456934	+	40851	1997	2184	1326	1332	1726	396
MIR6812	chr20	45425510	45425573	+	64	3	0	0	2	3	0
ENSG00000277022	chr20	45435272	45448325	-	13054	126	36	131	14	24	21
WFDC2	chr20	45469753	45481532	+	11780	0	4	10	6	0	0
ENSG00000237464	chr20	45487613	45490248	+	2636	0	0	0	0	0	0
RPL5P2	chr20	45490818	45491671	-	854	0	0	0	0	0	0
SPINT3	chr20	45512461	45515622	-	3162	0	0	0	0	0	0
WFDC6	chr20	45534196	45539482	-	5287	0	0	0	0	0	0
EPPIN-WFDC6	chr20	45534196	45547662	-	13467	0	0	0	0	0	0
ENSG00000232135	chr20	45536796	45537014	-	219	0	0	0	0	0	0
HSPD1P21	chr20	45539983	45540227	-	245	0	0	0	0	0	0
EPPIN	chr20	45540626	45547752	-	7127	0	0	0	0	0	0
WFDC8	chr20	45551153	45579326	-	28174	0	0	0	0	0	0
RNA5SP485	chr20	45559758	45559876	-	119	0	0	0	0	0	0
CCNB1IP1P2	chr20	45567990	45568807	-	818	0	0	0	0	0	0
WFDC9	chr20	45607939	45631284	-	23346	0	2	0	0	2	0
WFDC10A	chr20	45629739	45631196	+	1458	0	2	0	0	2	0
RPS2P7	chr20	45640486	45641370	-	885	584	250	136	416	321	89
WFDC11	chr20	45648563	45670270	-	21708	0	0	0	0	1	0
WFDC10B	chr20	45684651	45705019	-	20369	2	0	0	2	0	0
WFDC13	chr20	45702038	45708817	+	6780	1	0	0	0	0	0
MIR3617	chr20	45705102	45705180	-	79	0	0	0	0	0	0
SPINT4	chr20	45722347	45725830	+	3484	1	0	0	0	0	0
HNRNPA1P3	chr20	45745737	45746287	-	551	0	0	0	0	0	0
WFDC3	chr20	45747944	45791932	-	43989	0	5	0	0	2	0
SPINT5P	chr20	45749920	45750074	+	155	0	0	0	0	0	0
RNU6ATAC38P	chr20	45778698	45778823	+	126	0	0	0	0	0	0
DNTTIP1	chr20	45791954	45811427	+	19474	514	460	384	388	546	154
UBE2C	chr20	45812576	45816957	+	4382	18	14	14	10	40	0
TNNC2	chr20	45823214	45833745	-	10532	2	8	6	4	6	2
SNX21	chr20	45833799	45843276	+	9478	225	145	100	158	157	27
ACOT8	chr20	45841721	45857405	-	15685	662	450	284	467	515	124
ZSWIM3	chr20	45857614	45879122	+	21509	582	510	250	405	340	105
ZSWIM1	chr20	45881227	45885266	+	4040	610	606	322	484	452	86
SPATA25	chr20	45886491	45887622	-	1132	16	8	2	10	6	4
NEURL2	chr20	45888625	45891208	-	2584	51	30	24	35	32	2
CTSA	chr20	45890144	45898949	+	8806	1793	2135	1262	1315	1630	477
ENSG00000271984	chr20	45892694	45893419	-	726	345	398	178	306	365	98
PLTP	chr20	45898621	45912155	-	13535	166	206	95	148	257	41
ENSG00000285796	chr20	45926518	45935055	-	8538	255	180	92	106	49	28
PCIF1	chr20	45934683	45948023	+	13341	2507	2071	1242	1499	1323	370
ZNF335	chr20	45948660	45972203	-	23544	1736	1627	889	1214	1154	208
FTLP1	chr20	45975249	45976075	-	827	0	0	0	0	0	0
MMP9	chr20	46008908	46016561	+	7654	10	2	0	2	0	0
SLC12A5-AS1	chr20	46013500	46022073	-	8574	12	11	0	1	4	0
SLC12A5	chr20	46021690	46060150	+	38461	12	12	0	4	6	0
NCOA5	chr20	46060991	46089962	-	28972	4058	3648	2838	2618	3162	793
RPL13P2	chr20	46099518	46100176	+	659	4	5	6	0	0	0
CD40	chr20	46118271	46129863	+	11593	165	108	90	71	104	22
ENSG00000229957	chr20	46168404	46171237	-	2834	0	0	0	0	0	0
CDH22	chr20	46173739	46308498	-	134760	7	0	0	0	4	0
SLC35C2	chr20	46345980	46364458	-	18479	2758	2184	1186	1584	1676	420
ENSG00000273828	chr20	46364551	46397994	+	33444	3342	2197	1964	2037	1410	345
ELMO2	chr20	46366050	46432985	-	66936	3520	2257	2022	2096	1443	356
ZNF663P	chr20	46414228	46459276	-	45049	8	2	2	2	12	0
ENSG00000283757	chr20	46455033	46496731	-	41699	6	4	4	12	6	0
MKRN7P	chr20	46463719	46477232	-	13514	0	0	2	4	0	0
ZNF840P	chr20	46484461	46492640	+	8180	2	0	2	0	0	0
ZNF334	chr20	46499630	46513559	-	13930	8	10	16	48	34	4
OCSTAMP	chr20	46540946	46550654	-	9709	0	2	0	0	2	0
SLC13A3	chr20	46557823	46684467	-	126645	419	250	287	285	195	70
ENSG00000273893	chr20	46681676	46682375	-	700	56	53	36	55	30	9
TP53RK	chr20	46684365	46689444	-	5080	1810	1294	1229	1253	1133	206
TP53RK-DT	chr20	46689659	46690289	+	631	11	8	2	7	10	0
SLC2A10	chr20	46709649	46736347	+	26699	0	0	0	0	3	0
RN7SKP33	chr20	46859333	46859672	+	340	0	0	0	0	0	0
ENSG00000235922	chr20	46863563	46864104	-	542	0	0	0	0	0	0
EYA2	chr20	46894624	47188844	+	294221	10	6	6	13	5	0
ENSG00000236028	chr20	46901143	46901726	-	584	0	0	0	0	0	0
GAPDHP54	chr20	46997596	46998488	+	893	0	0	0	0	0	0
ENSG00000239783	chr20	47071865	47072236	+	372	0	0	0	0	0	0
ENSG00000215450	chr20	47160838	47161700	-	863	8	2	4	12	4	0
MIR3616	chr20	47166967	47167058	+	92	0	0	0	0	0	0
ZMYND8	chr20	47209214	47356889	-	147676	3046	1347	1999	1611	1224	324
ENSG00000267882	chr20	47318502	47320754	+	2253	4	0	0	2	4	0
ENSG00000273451	chr20	47348137	47349142	-	1006	0	0	0	0	3	0
ENSG00000231119	chr20	47352561	47354633	+	2073	6	0	8	0	0	2
ENSG00000289329	chr20	47352622	47353347	+	726	3	0	0	0	0	0
ENSG00000289848	chr20	47357890	47358539	+	650	0	0	0	0	0	0
ENSG00000289895	chr20	47358373	47358858	-	486	0	0	0	0	0	0
LINC01754	chr20	47391925	47412327	-	20403	8	0	9	9	2	0
RPL35AP	chr20	47478214	47479010	-	797	0	0	0	0	0	0
RNU6-497P	chr20	47484278	47484381	-	104	0	0	0	0	0	0
RNU6-563P	chr20	47492978	47493085	-	108	0	0	0	0	0	0
NCOA3	chr20	47501887	47656877	+	154991	11643	9920	8549	8178	9765	2170
ENSG00000229853	chr20	47630266	47631438	-	1173	5	0	2	7	9	0
SULF2	chr20	47656197	47786616	-	130420	851	676	559	671	669	87
ENSG00000255438	chr20	47677901	47686297	+	8397	0	0	0	0	0	0
RNU7-173P	chr20	47826969	47827044	-	76	0	0	0	0	0	0
SRMP1	chr20	47859788	47860672	+	885	0	0	0	0	0	0
RNA5SP486	chr20	47873191	47873273	+	83	0	0	0	0	0	0
RNU7-92P	chr20	47904348	47904423	+	76	0	0	0	0	0	0
ENSG00000234967	chr20	47950797	47954808	+	4012	0	0	0	0	0	0
ENSG00000228503	chr20	47958022	47958603	+	582	0	0	0	0	0	0
ENSG00000287443	chr20	47974137	47977584	+	3448	0	0	0	0	0	0
LINC01522	chr20	47976739	47990127	-	13389	0	2	0	0	0	0
LINC01523	chr20	47983404	47984313	+	910	0	0	0	0	0	0
ENSG00000286179	chr20	48007875	48022237	-	14363	0	0	0	0	0	0
ENSG00000287335	chr20	48025182	48060271	+	35090	0	0	0	0	0	0
ENSG00000276923	chr20	48073869	48074188	+	320	0	0	0	0	0	0
ENSG00000287107	chr20	48120269	48136844	+	16576	0	0	0	0	0	0
ENSG00000289072	chr20	48192366	48216264	+	23899	0	0	0	0	0	0
ENSG00000288083	chr20	48264969	48275392	-	10424	0	0	0	0	0	0
ENSG00000286063	chr20	48324812	48367976	-	43165	0	0	0	0	0	0
LINC00494	chr20	48359884	48370636	+	10753	0	0	0	0	0	0
ENSG00000236874	chr20	48383323	48384895	-	1573	0	0	0	0	0	0
ENSG00000274261	chr20	48406777	48410716	+	3940	0	0	0	0	0	0
ENSG00000281365	chr20	48471308	48472414	+	1107	0	0	0	0	0	0
ENSG00000281460	chr20	48476999	48477553	+	555	0	0	0	0	0	0
RNU7-144P	chr20	48494234	48494309	-	76	0	0	0	0	0	0
PREX1	chr20	48624252	48827999	-	203748	1034	714	867	1006	968	246
ENSG00000286159	chr20	48657073	48659119	+	2047	64	39	26	58	41	24
ENSG00000278231	chr20	48821688	48849458	-	27771	17	8	12	10	9	4
ARFGEF2	chr20	48921711	49036693	+	114983	6178	3873	3980	3732	3871	954
SNAP23P1	chr20	49038357	49038602	-	246	0	0	0	0	0	0
CSE1L-DT	chr20	49040463	49046168	-	5706	6	2	2	2	0	0
CSE1L	chr20	49046246	49096960	+	50715	5191	4862	3304	4050	6319	936
STAU1	chr20	49113339	49188367	-	75029	4631	4267	3347	3428	3986	1003
ARPC3P1	chr20	49134480	49135012	+	533	12	21	4	17	25	2
DDX27	chr20	49219347	49244077	+	24731	3523	3801	2161	2593	3217	844
ZNFX1	chr20	49237946	49278426	-	40481	11113	8790	7235	6456	6872	1775
ZFAS1	chr20	49278178	49299600	+	21423	5604	4466	4539	4405	4019	890
ENSG00000277830	chr20	49278427	49278624	+	198	0	2	0	0	1	0
SNORD12C	chr20	49278940	49279028	+	89	2	0	0	0	1	0
ENSG00000274760	chr20	49279116	49279208	+	93	2365	1924	1754	1995	1685	313
SNORD12B	chr20	49280319	49280409	+	91	3	2	3	0	1	1
ENSG00000277967	chr20	49280485	49280571	+	87	1417	1037	1582	1284	1132	187
SNORD12	chr20	49280683	49280772	+	90	14	14	2	9	8	1
KCNB1	chr20	49293394	49484297	-	190904	36	12	14	24	9	6
ENSG00000283529	chr20	49318337	49441654	+	123318	3	0	0	0	0	0
PTGIS	chr20	49503874	49568137	-	64264	8	0	6	4	0	0
B4GALT5	chr20	49632945	49713878	-	80934	1448	1759	1048	1096	1984	409
RN7SL197P	chr20	49721949	49722247	+	299	0	0	0	0	0	0
SNRPFP1	chr20	49729591	49729842	-	252	2	6	8	4	2	0
RNU6-919P	chr20	49794811	49794914	+	104	0	0	0	0	0	0
SLC9A8	chr20	49812713	49892242	+	79530	2284	1585	1550	1418	1220	372
ENSG00000237788	chr20	49829125	49831085	+	1961	6	6	6	7	2	2
SPATA2	chr20	49903391	49915529	-	12139	893	950	578	668	618	96
RNF114	chr20	49936336	49953885	+	17550	3476	2692	2024	2250	1926	401
KRT18P4	chr20	49956745	49958032	+	1288	12	6	2	10	6	2
RNU6-147P	chr20	49972106	49972212	+	107	0	0	0	0	0	0
SNAI1	chr20	49982980	49988886	+	5907	8	14	0	12	12	4
TRERNA1	chr20	50040716	50041504	-	789	0	0	0	0	0	0
UBE2V1	chr20	50081124	50115959	-	34836	7597	6965	5798	5758	6554	1688
PEDS1-UBE2V1	chr20	50081124	50153637	-	72514	9058	8137	6728	6678	7506	1920
PEDS1	chr20	50118254	50153734	-	35481	1462	1175	930	920	952	232
LINC01275	chr20	50162633	50166233	-	3601	0	0	0	0	2	0
ENSG00000234698	chr20	50166362	50171742	+	5381	0	0	0	0	0	0
LINC01273	chr20	50171809	50176676	+	4868	0	0	0	0	0	0
CEBPB-AS1	chr20	50184598	50191498	-	6901	176	172	78	114	132	18
CEBPB	chr20	50190830	50192668	+	1839	529	1005	450	494	626	104
PELATON	chr20	50247643	50283250	+	35608	1	0	0	2	0	0
LINC01270	chr20	50292709	50315488	+	22780	0	0	0	0	0	0
LINC01271	chr20	50299876	50321486	-	21611	0	0	0	0	0	0
RN7SL636P	chr20	50429190	50429483	-	294	0	0	0	0	0	0
COX6CP2	chr20	50479767	50479991	+	225	0	0	2	0	0	0
PTPN1	chr20	50510321	50585241	+	74921	5004	3812	2796	3350	3542	864
RN7SL672P	chr20	50557682	50557998	-	317	0	0	0	0	0	0
ENSG00000232043	chr20	50570975	50578041	-	7067	389	332	351	271	314	79
MIR645	chr20	50585786	50585879	+	94	0	0	1	0	0	0
RIPOR3	chr20	50586108	50691542	-	105435	67	16	24	12	10	8
MIR1302-5	chr20	50614636	50614785	-	150	0	0	0	0	0	0
RPL36P2	chr20	50620763	50621077	+	315	0	0	0	0	0	0
RIPOR3-AS1	chr20	50645471	50662275	+	16805	0	0	0	0	0	0
PARD6B	chr20	50731580	50756795	+	25216	424	256	280	266	247	36
BCAS4	chr20	50794894	50877177	+	82284	802	511	479	575	367	95
TMSB4XP6	chr20	50840615	50840749	-	135	65	53	127	41	34	6
ADNP	chr20	50888916	50931437	-	42522	7648	5248	5653	5327	5171	1253
PSMD10P1	chr20	50913731	50914411	+	681	8	12	18	1	3	0
ADNP-AS1	chr20	50930984	50945148	+	14165	1154	1099	762	816	1076	201
DPM1	chr20	50934867	50959140	-	24274	1878	1795	1264	1266	1720	373
MOCS3	chr20	50958818	50963929	+	5112	648	750	360	518	576	120
ENSG00000232358	chr20	50999370	51010019	+	10650	6	2	0	5	0	0
KCNG1	chr20	51003656	51023107	-	19452	8	2	0	6	0	0
ENSG00000279835	chr20	51098138	51098845	+	708	0	0	0	0	0	0
RPSAP1	chr20	51130788	51131667	-	880	0	0	0	0	0	0
NFATC2	chr20	51386957	51562831	-	175875	6995	4727	5895	4496	3350	1366
MIR3194	chr20	51452905	51452977	-	73	0	0	0	0	0	0
ATP9A	chr20	51596514	51768390	-	171877	45	19	44	34	10	7
ENSG00000215444	chr20	51734533	51735067	+	535	0	0	0	0	0	0
SALL4	chr20	51782331	51802521	-	20191	2	0	0	18	2	2
LINC01429	chr20	51831797	51862912	-	31116	1	1	1	0	0	0
RNU6-347P	chr20	51902291	51902395	+	105	0	0	0	0	0	0
RNU7-6P	chr20	51904969	51905030	+	62	0	0	0	0	0	0
ZFP64	chr20	52051663	52204308	-	152646	1048	686	654	574	538	147
ENSG00000287511	chr20	52072685	52096480	+	23796	193	101	68	83	79	14
ERP29P1	chr20	52110344	52111049	-	706	16	4	6	2	10	0
LINC01524	chr20	52192159	52670578	+	478420	8	2	12	6	6	2
ENSG00000225785	chr20	52451464	52455619	-	4156	0	0	0	0	0	0
ENSG00000275958	chr20	52482801	52482991	-	191	0	0	0	0	0	0
ENSG00000232465	chr20	52487922	52500591	-	12670	2	0	0	0	0	0
MRPS33P4	chr20	52511252	52511568	+	317	0	0	0	0	0	0
ENSG00000232294	chr20	52671735	52699472	+	27738	0	0	0	0	0	0
ENSG00000286250	chr20	52840936	52843775	-	2840	0	0	0	0	0	0
ENSG00000232286	chr20	52858338	52862855	-	4518	0	0	0	0	0	0
RPL36P1	chr20	52890162	52890386	+	225	0	0	0	0	0	0
TSHZ2	chr20	52972358	53495330	+	522973	1891	626	2030	2862	1911	178
RN7SKP184	chr20	53097652	53097984	+	333	0	0	6	0	0	0
ENSG00000286865	chr20	53137293	53141169	-	3877	0	0	2	2	0	0
ENSG00000223492	chr20	53168643	53179550	-	10908	0	0	6	0	2	0
ENSG00000227705	chr20	53196229	53208705	-	12477	8	0	6	20	5	0
ENSG00000271774	chr20	53255979	53487274	-	231296	468	113	450	529	452	46
ENSG00000231703	chr20	53397661	53412910	-	15250	20	12	8	22	20	0
PPIAP10	chr20	53421199	53421656	+	458	0	0	0	0	0	0
ENSG00000259723	chr20	53453058	53504314	-	51257	823	284	915	1373	829	57
ENSG00000197670	chr20	53552770	53575863	+	23094	4638	3394	2804	2968	2723	747
ZNF217	chr20	53567071	53609907	-	42837	9956	7966	7394	6829	6185	1753
ENSG00000235415	chr20	53608354	53634590	+	26237	39	22	15	14	6	2
RNU7-14P	chr20	53668697	53668758	-	62	0	0	0	0	0	0
ENSG00000287886	chr20	53738728	53741797	+	3070	0	2	0	0	0	0
ENSG00000225563	chr20	53799823	53827297	-	27475	0	0	0	2	0	0
SUMO1P1	chr20	53875252	53875557	-	306	0	0	0	0	0	0
BCAS1	chr20	53936777	54070594	-	133818	8	4	0	6	2	0
ENSG00000236352	chr20	53940160	53942508	+	2349	0	0	0	0	0	0
MIR4756	chr20	54068408	54068485	-	78	0	0	0	0	0	0
CYP24A1	chr20	54153446	54173986	-	20541	0	10	1	2	2	0
ENSG00000286587	chr20	54178414	54183129	+	4716	0	0	0	0	0	0
PFDN4	chr20	54208087	54228052	+	19966	827	748	677	792	845	242
ENSG00000286229	chr20	54232758	54269542	+	36785	0	2	0	0	0	0
DOK5	chr20	54475593	54651169	+	175577	6	2	0	42	36	4
RNU4ATAC7P	chr20	54859688	54859812	-	125	0	0	0	0	0	0
RPL12P4	chr20	55074644	55075140	+	497	213	189	194	251	128	28
LINC01440	chr20	55408898	55684915	+	276018	3	0	0	0	0	0
LINC01441	chr20	55420336	55427197	-	6862	2	0	0	0	0	0
ENSG00000275923	chr20	55504906	55505215	-	310	0	0	0	0	0	0
ENSG00000287478	chr20	55607852	55744938	-	137087	0	0	0	0	0	0
ENSG00000286006	chr20	55775176	55781231	+	6056	0	0	0	0	0	0
CBLN4	chr20	55997357	56005519	-	8163	0	0	0	0	0	0
RNA5SP487	chr20	56205052	56205173	-	122	0	0	0	0	0	0
MC3R	chr20	56248732	56249815	+	1084	0	0	0	0	0	0
ENSG00000235594	chr20	56267872	56269231	+	1360	0	0	0	0	0	0
ENSG00000230843	chr20	56295967	56299160	-	3194	0	0	0	0	0	0
FAM210B	chr20	56358974	56368663	+	9690	946	538	682	722	592	116
AURKA	chr20	56369389	56392337	-	22949	104	117	54	83	244	38
CSTF1	chr20	56392371	56406362	+	13992	1764	1393	1164	1318	1508	300
CASS4	chr20	56412112	56460387	+	48276	703	206	396	254	64	16
RPL39P	chr20	56459428	56459583	-	156	31	6	15	9	2	2
RTF2	chr20	56468585	56519449	+	50865	3379	2778	2032	2273	2681	582
GCNT7	chr20	56491492	56525925	-	34434	2267	1891	1425	1499	1836	348
FAM209A	chr20	56517187	56526152	+	8966	1358	1193	741	928	1142	213
ENSG00000280387	chr20	56522252	56523499	+	1248	19	12	1	3	5	2
FAM209B	chr20	56533246	56536520	+	3275	9	0	12	13	2	0
ENSG00000287079	chr20	56550605	56555579	+	4975	6	0	2	3	2	0
LINC01716	chr20	56577563	56598621	+	21059	0	2	0	2	0	0
RPS4XP3	chr20	56601701	56602113	+	413	12	6	28	24	16	2
ENSG00000289199	chr20	56625077	56626117	+	1041	0	0	0	0	0	0
TFAP2C	chr20	56629306	56639283	+	9978	0	0	0	0	0	0
RNU6-1146P	chr20	56667430	56667531	+	102	0	0	0	0	0	0
RN7SL170P	chr20	56688401	56688695	+	295	0	0	0	0	0	0
PTMAP6	chr20	56700837	56701514	-	678	0	0	0	0	0	0
ENSG00000231604	chr20	56730397	56731460	+	1064	0	0	0	0	0	0
RNU6-929P	chr20	56785981	56786087	-	107	0	0	0	0	0	0
ENSG00000231078	chr20	57105741	57107128	+	1388	0	0	0	0	0	0
ENSG00000203266	chr20	57110640	57122745	+	12106	0	0	0	0	0	0
ENSG00000288086	chr20	57116566	57119543	-	2978	0	0	0	0	0	0
ENSG00000288946	chr20	57156048	57157230	-	1183	0	0	0	0	0	0
ENSG00000280220	chr20	57161822	57163775	+	1954	0	0	0	0	0	0
ENSG00000290004	chr20	57161839	57162355	-	517	0	0	0	0	0	0
BMP7	chr20	57168753	57266641	-	97889	1	2	0	0	0	0
BMP7-AS1	chr20	57214872	57215866	+	995	0	0	0	0	0	0
ENSG00000226308	chr20	57266768	57282998	+	16231	0	0	0	0	0	0
MIR4325	chr20	57321502	57321591	-	90	0	0	0	0	0	0
RPL39P39	chr20	57328546	57328696	+	151	0	0	0	0	0	0
SPO11	chr20	57329803	57343994	+	14192	0	0	0	0	0	0
RAE1	chr20	57351223	57379211	+	27989	1732	1536	996	1270	1423	358
MTND1P9	chr20	57357426	57358369	-	944	0	0	4	0	2	2
RBM38-AS1	chr20	57376881	57393062	-	16182	1026	1510	725	805	1141	212
RBM38	chr20	57391396	57409333	+	17938	5444	6977	3279	4263	5239	999
ENSG00000286052	chr20	57442742	57458298	+	15557	0	0	0	0	0	0
HMGB1P1	chr20	57487959	57495366	-	7408	15	12	10	6	14	4
CTCFL	chr20	57495966	57525652	-	29687	0	0	0	0	0	0
PCK1	chr20	57561080	57568121	+	7042	0	0	0	0	0	0
ENSG00000227297	chr20	57599695	57601200	-	1506	0	0	0	0	0	0
ZBP1	chr20	57603846	57620576	-	16731	119	18	38	24	4	0
PMEPA1	chr20	57648392	57711536	-	63145	221	1468	118	156	1600	452
NKILA	chr20	57710156	57712780	+	2625	26	138	26	40	179	34
ENSG00000263453	chr20	57895394	57895444	+	51	0	0	0	0	0	0
ENSG00000203971	chr20	57957126	57960176	-	3051	0	0	0	0	0	0
LINC01742	chr20	58003904	58004648	+	745	0	0	0	0	0	0
ENSG00000225708	chr20	58069054	58072070	-	3017	0	0	0	0	0	0
ENSG00000270411	chr20	58097267	58097591	+	325	0	0	0	0	0	0
C20orf85	chr20	58150902	58161150	+	10249	0	0	0	0	0	0
ANKRD60	chr20	58216126	58228653	-	12528	0	0	0	0	0	0
PPP4R1L	chr20	58228940	58309494	-	80555	649	526	404	444	487	104
RAB22A	chr20	58309715	58367507	+	57793	3659	2991	2592	2628	2824	748
VAPB	chr20	58389229	58451101	+	61873	2322	1810	1536	1976	2168	464
APCDD1L	chr20	58459101	58515399	-	56299	18	6	12	0	2	0
APCDD1L-DT	chr20	58515379	58619888	+	104510	26	10	32	10	5	4
ENSG00000254620	chr20	58594417	58603973	+	9557	0	0	2	0	0	0
LINC01711	chr20	58634772	58635738	+	967	0	0	0	0	2	0
STX16	chr20	58651253	58679526	+	28274	5058	3840	2825	2898	2569	612
STX16-NPEPL1	chr20	58651434	58715410	+	63977	6057	4445	3423	3518	3076	770
NPEPL1	chr20	58689131	58719238	+	30108	937	693	511	627	542	162
ENSG00000254419	chr20	58710795	58711633	+	839	21	12	4	8	2	0
PIEZO1P2	chr20	58740532	58783821	-	43290	0	0	1	1	1	0
ENSG00000270279	chr20	58754351	58756838	+	2488	0	0	0	0	0	0
ENSG00000268649	chr20	58817132	58817725	-	594	2	2	0	0	0	0
MIR296	chr20	58817615	58817694	-	80	0	0	0	0	0	0
MIR298	chr20	58818226	58818313	-	88	2	0	0	0	0	0
GNAS-AS1	chr20	58818918	58850903	-	31986	58	20	46	20	34	7
ENSG00000268333	chr20	58833809	58836529	-	2721	12	4	0	2	0	0
GNAS	chr20	58839718	58911192	+	71475	20270	27584	18473	15182	24398	7284
ENSG00000276859	chr20	58842030	58842132	+	103	1	0	0	0	0	1
ENSG00000276722	chr20	58842433	58842546	+	114	0	0	2	0	0	1
